accession	best_TM_PDB	best_TM_KB	best_TM_any	mean_pLDDT	n_interpro	hypothesis_tier
Q9VPW3	0.941	0.960	0.960	75.3	5	HIGH
Q9VS80	0.960	0.942	0.960	89.7	1	HIGH
Q9VZ47	0.960	0.957	0.960	87.9	4	HIGH
A0A087X0K7	0.961	0.866	0.961	88.2	5	HIGH
A6NIE9	0.961	0.901	0.961	81.8	5	HIGH
P81913	0.908	0.961	0.961	90.3	1	HIGH
Q0KI00	0.961	0.954	0.961	93.5	8	HIGH
Q8NGI6	0.942	0.961	0.961	90.1	4	HIGH
Q8NH63	0.937	0.961	0.961	84.7	4	HIGH
Q9BXR3	0.961	0.678	0.961	81.1	13	HIGH
Q9NS85	0.961	0.943	0.961	85.8	4	HIGH
Q9NYT0	0.961	0.854	0.961	85.7	7	HIGH
Q9VNE8	0.961	0.919	0.961	77.6	5	HIGH
Q9VNF3	0.947	0.961	0.961	97.0	4	HIGH
Q9VQ98	0.961	0.943	0.961	89.3	5	HIGH
Q9W1T0	0.961	0.961	0.961	92.1	4	HIGH
A0A0A6YYK4	0.962	0.818	0.962	81.8	4	HIGH
A1Z893	0.962	0.952	0.962	96.7	6	HIGH
A1Z8W6	0.962	0.654	0.962	71.0	8	HIGH
Q06943	0.962	0.944	0.962	75.5	3	HIGH
Q5VYY1	0.962	0.951	0.962	93.8	3	HIGH
Q6ILC6	0.962	0.385	0.962	76.6	3	HIGH
Q8IPZ0	0.962	0.926	0.962	83.8	6	HIGH
Q8NG06	0.962	0.843	0.962	86.7	13	HIGH
Q8NG77	0.932	0.962	0.962	88.9	3	HIGH
Q9VH02	0.962	0.923	0.962	84.2	2	HIGH
Q9VLG0	0.962	0.910	0.962	88.1	2	HIGH
Q9VLS9	0.962	0.664	0.962	96.3	6	HIGH
Q9VNW4	0.962	0.910	0.962	86.9	4	HIGH
Q9VPP0	0.962	0.725	0.962	82.0	2	HIGH
Q9W389	0.962	0.932	0.962	91.5	4	HIGH
A0A0B4J263	0.963	0.923	0.963	91.9	5	HIGH
A1Z813	0.963	0.786	0.963	72.8	12	HIGH
Q8N8J6	0.963	0.754	0.963	74.2	5	HIGH
Q8NGK6	0.934	0.963	0.963	85.5	4	HIGH
Q8NGY3	0.918	0.963	0.963	87.6	4	HIGH
Q8NH64	0.943	0.963	0.963	90.1	4	HIGH
Q96IR2	0.963	0.740	0.963	70.2	4	HIGH
Q9VD23	0.963	0.961	0.963	85.5	9	HIGH
Q9VH94	0.954	0.963	0.963	91.5	6	HIGH
Q9VJ18	0.963	0.899	0.963	91.4	1	HIGH
Q9VL67	0.963	0.958	0.963	91.8	2	HIGH
A0A0B4KF65	0.964	0.809	0.964	73.0	1	HIGH
A0A1W2PPL8	0.964	0.537	0.964	70.3	3	HIGH
A1Z6R4	0.932	0.964	0.964	88.2	6	HIGH
P58173	0.930	0.964	0.964	88.0	3	HIGH
P63132	0.964	0.733	0.964	81.0	13	HIGH
Q3ZCX4	0.964	0.798	0.964	74.0	4	HIGH
Q6UWU2	0.964	0.938	0.964	90.8	7	HIGH
Q8IZ02	0.964	0.811	0.964	85.9	3	HIGH
Q8NGD3	0.964	0.961	0.964	85.5	4	HIGH
Q8NGL1	0.940	0.964	0.964	88.5	3	HIGH
Q9U1L2	0.964	0.946	0.964	96.2	4	HIGH
Q9VFX0	0.964	0.955	0.964	90.4	8	HIGH
Q9VLZ2	0.964	0.912	0.964	93.2	4	HIGH
Q9VMI5	0.964	0.850	0.964	88.7	3	HIGH
Q9VNG7	0.964	0.896	0.964	81.9	3	HIGH
Q9VRM8	0.964	0.898	0.964	94.1	2	HIGH
A6NH57	0.965	0.940	0.965	84.8	4	HIGH
E1JIY8	0.965	0.000	0.965	81.7	1	-
Q86W74	0.965	0.960	0.965	77.1	3	HIGH
Q8IND6	0.893	0.965	0.965	89.5	3	HIGH
Q8NGC0	0.943	0.965	0.965	79.9	3	HIGH
Q8NGC8	0.932	0.965	0.965	90.6	4	HIGH
Q8NGL0	0.957	0.965	0.965	89.4	3	HIGH
Q8NGL4	0.931	0.965	0.965	88.7	3	HIGH
Q8NGV0	0.937	0.965	0.965	89.5	3	HIGH
Q8NGX8	0.942	0.965	0.965	86.2	3	HIGH
Q8TF20	0.965	0.752	0.965	71.3	2	HIGH
Q9BQS2	0.965	0.894	0.965	76.3	3	HIGH
Q9VNW0	0.959	0.965	0.965	71.7	4	HIGH
Q9W039	0.965	0.000	0.965	76.8	3	HIGH
A0A087WV62	0.966	0.814	0.966	90.5	5	HIGH
A0A4D6K4B0	0.966	0.886	0.966	85.9	4	HIGH
A0A8I5KW96	0.966	0.811	0.966	91.1	8	HIGH
A2P2R3	0.966	0.876	0.966	84.0	3	HIGH
O76000	0.934	0.966	0.966	86.1	3	HIGH
Q7KTP7	0.966	0.950	0.966	85.9	2	HIGH
Q8NG83	0.938	0.966	0.966	85.1	3	HIGH
Q8NGI1	0.933	0.966	0.966	86.7	4	HIGH
Q8NHC6	0.925	0.966	0.966	83.3	4	HIGH
Q8WXF5	0.966	0.881	0.966	77.6	3	HIGH
Q8WZ92	0.910	0.966	0.966	79.2	3	HIGH
Q96CS4	0.966	0.844	0.966	74.6	4	HIGH
Q9BZK3	0.966	0.563	0.966	71.4	3	HIGH
Q9VED7	0.966	0.850	0.966	77.1	4	HIGH
Q9VRM9	0.959	0.966	0.966	94.0	2	HIGH
Q9VW66	0.966	0.915	0.966	84.7	4	HIGH
Q9W5Y0	0.966	0.950	0.966	89.8	5	HIGH
Q9Y5G7	0.966	0.807	0.966	74.4	6	HIGH
A0A1W2PR19	0.967	0.933	0.967	93.7	8	HIGH
Q56UQ5	0.967	0.900	0.967	85.5	5	HIGH
Q6IEE8	0.967	0.878	0.967	81.7	5	LOW
Q6IFN5	0.936	0.967	0.967	85.2	3	HIGH
Q8NBV8	0.967	0.820	0.967	79.9	3	HIGH
Q8NG76	0.931	0.967	0.967	88.7	3	HIGH
Q8NGD1	0.967	0.954	0.967	87.5	4	HIGH
Q9V3D9	0.967	0.927	0.967	78.5	9	HIGH
Q9VHX4	0.967	0.956	0.967	94.8	4	HIGH
Q9VNK6	0.967	0.912	0.967	92.6	6	HIGH
Q9VR81	0.967	0.587	0.967	92.9	4	HIGH
C0HKA3	0.956	0.968	0.968	90.3	5	HIGH
Q13106	0.968	0.810	0.968	71.0	4	HIGH
Q3ZCT8	0.968	0.903	0.968	90.1	6	HIGH
Q58FF3	0.968	0.952	0.968	81.8	3	HIGH
Q8MLX0	0.968	0.831	0.968	76.8	11	HIGH
Q8NH94	0.937	0.968	0.968	81.4	3	HIGH
Q9V3I6	0.954	0.968	0.968	87.5	1	MEDIUM
Q9VQJ8	0.818	0.968	0.968	95.1	3	HIGH
Q9VS00	0.968	0.940	0.968	86.2	6	HIGH
Q9VY06	0.934	0.968	0.968	85.4	4	HIGH
A0A0B4J1U4	0.969	0.885	0.969	85.6	5	HIGH
A0A1W2PRG0	0.969	0.950	0.969	94.0	8	HIGH
A1Z8T9	0.969	0.000	0.969	85.5	2	HIGH
P11146	0.949	0.969	0.969	89.6	5	HIGH
Q86BM0	0.969	0.497	0.969	95.1	2	HIGH
Q86U17	0.969	0.927	0.969	82.5	5	HIGH
Q86UE3	0.969	0.779	0.969	73.8	4	HIGH
Q8NGA1	0.927	0.969	0.969	89.2	3	HIGH
Q8NGN1	0.937	0.969	0.969	76.4	4	HIGH
Q8NGY5	0.939	0.969	0.969	91.3	4	HIGH
Q8NGY7	0.928	0.969	0.969	84.6	3	HIGH
Q8NH67	0.953	0.969	0.969	83.2	4	HIGH
Q96R72	0.958	0.969	0.969	84.7	4	HIGH
Q9VEM1	0.969	0.348	0.969	91.1	3	HIGH
Q9VGT2	0.962	0.969	0.969	91.9	3	HIGH
Q9VRD4	0.969	0.699	0.969	96.6	4	-
Q9VZE9	0.969	0.954	0.969	91.7	2	HIGH
Q9W1P7	0.858	0.969	0.969	89.2	1	HIGH
Q9W4G7	0.969	0.923	0.969	82.7	4	HIGH
A1Z8V9	0.952	0.970	0.970	87.4	2	HIGH
A1ZAY5	0.970	0.938	0.970	93.2	2	HIGH
B7Z122	0.949	0.970	0.970	81.6	2	HIGH
P0C629	0.917	0.970	0.970	82.7	3	HIGH
P40042	0.970	0.882	0.970	91.9	5	HIGH
Q8N819	0.970	0.906	0.970	87.4	5	HIGH
Q8NGG2	0.956	0.970	0.970	80.6	3	HIGH
Q8NGR6	0.890	0.970	0.970	87.8	3	HIGH
Q8SWU7	0.970	0.968	0.970	88.7	10	HIGH
Q9BXJ2	0.970	0.810	0.970	73.6	4	HIGH
Q9NXL2	0.970	0.757	0.970	74.5	7	HIGH
Q9V9S4	0.970	0.922	0.970	86.1	3	HIGH
Q9VB02	0.970	0.910	0.970	96.3	4	HIGH
Q9VB59	0.970	0.496	0.970	74.3	5	HIGH
Q9VIF2	0.970	0.787	0.970	86.8	3	HIGH
Q9VKF7	0.967	0.970	0.970	96.5	5	HIGH
Q9VLN0	0.970	0.775	0.970	76.5	8	HIGH
Q9VQT5	0.970	0.952	0.970	94.7	3	HIGH
Q9VUM6	0.970	0.000	0.970	77.2	2	HIGH
Q9W454	0.970	0.919	0.970	82.8	5	HIGH
Q9W477	0.970	0.924	0.970	72.0	2	HIGH
Q9W5W8	0.970	0.891	0.970	90.1	4	HIGH
A0A1W2PR75	0.971	0.957	0.971	94.8	2	HIGH
A0A539	0.971	0.910	0.971	89.6	5	HIGH
A1Z9D5	0.971	0.875	0.971	86.9	4	HIGH
A6NL08	0.943	0.971	0.971	89.8	4	HIGH
Q14588	0.971	0.865	0.971	74.7	4	HIGH
Q6UW01	0.971	0.854	0.971	76.1	3	HIGH
Q7Z410	0.971	0.964	0.971	74.4	8	HIGH
Q8INH6	0.971	0.955	0.971	88.6	8	HIGH
Q8IQM9	0.971	0.782	0.971	85.8	3	HIGH
Q8MR62	0.971	0.821	0.971	80.2	3	HIGH
Q8N9B4	0.971	0.932	0.971	77.5	4	HIGH
Q96SM3	0.971	0.795	0.971	84.0	7	HIGH
Q9H009	0.971	0.702	0.971	72.4	4	HIGH
Q9V769	0.930	0.971	0.971	93.9	5	HIGH
Q9VBG1	0.971	0.946	0.971	90.4	2	HIGH
Q9VFS0	0.971	0.846	0.971	95.2	5	HIGH
Q9VQD1	0.889	0.971	0.971	79.9	4	HIGH
Q9VRB3	0.920	0.971	0.971	91.7	5	HIGH
Q9VTQ9	0.971	0.898	0.971	86.6	8	HIGH
Q9VY83	0.966	0.971	0.971	94.0	4	HIGH
Q9W2G8	0.954	0.971	0.971	94.6	9	HIGH
A0A087WSX0	0.972	0.875	0.972	88.6	6	HIGH
A0A0B4J273	0.972	0.953	0.972	90.6	5	HIGH
A0A8Q3WKH5	0.972	0.911	0.972	77.0	4	HIGH
A1ZBM4	0.972	0.619	0.972	70.9	2	HIGH
O61305	0.972	0.934	0.972	83.1	5	HIGH
P0C628	0.927	0.972	0.972	90.7	3	HIGH
P17019	0.972	0.774	0.972	76.2	4	HIGH
Q4G1C9	0.972	0.827	0.972	85.3	4	HIGH
Q6UXH9	0.972	0.845	0.972	77.1	10	HIGH
Q7JPN9	0.972	0.948	0.972	86.8	5	HIGH
Q8IZP7	0.972	0.783	0.972	80.4	3	HIGH
Q8NGR1	0.938	0.972	0.972	85.6	4	HIGH
Q8NGU4	0.933	0.972	0.972	89.1	3	HIGH
Q9VPD8	0.849	0.972	0.972	84.1	5	HIGH
Q9VS64	0.972	0.892	0.972	88.9	2	HIGH
Q9VZZ5	0.972	0.870	0.972	96.8	4	HIGH
Q9VZZ6	0.972	0.857	0.972	94.1	4	HIGH
A0A075B7B8	0.973	0.878	0.973	81.8	4	HIGH
A0A1B0GXF2	0.973	0.865	0.973	88.4	5	HIGH
A0A1W2PR64	0.973	0.542	0.973	71.9	3	HIGH
A0A1W2PRN6	0.973	0.544	0.973	72.2	3	HIGH
A6NET4	0.943	0.973	0.973	82.9	3	HIGH
E1JIR1	0.973	0.890	0.973	85.2	6	HIGH
P0DN82	0.936	0.973	0.973	86.6	4	HIGH
P0DW12	0.973	0.586	0.973	72.0	3	HIGH
P40896	0.973	0.530	0.973	94.4	5	HIGH
P59922	0.956	0.973	0.973	88.4	3	HIGH
Q6IF63	0.940	0.973	0.973	87.8	3	HIGH
Q6IFG1	0.944	0.973	0.973	88.4	4	HIGH
Q7K2Y9	0.973	0.000	0.973	93.2	3	HIGH
Q8MLV2	0.973	0.627	0.973	87.9	4	HIGH
Q8NGB9	0.924	0.973	0.973	87.5	4	HIGH
Q8NGC5	0.956	0.973	0.973	86.5	4	HIGH
Q8NGI0	0.969	0.973	0.973	89.7	4	HIGH
Q8NGJ3	0.954	0.973	0.973	86.5	4	HIGH
Q8NGT1	0.933	0.973	0.973	87.1	3	HIGH
Q8NGT2	0.913	0.973	0.973	82.4	3	HIGH
Q8NGY1	0.941	0.973	0.973	85.9	3	HIGH
Q8NGY6	0.946	0.973	0.973	89.3	4	HIGH
Q9VDG4	0.966	0.973	0.973	93.3	3	HIGH
Q9VSJ1	0.930	0.973	0.973	90.5	4	HIGH
Q9VXK6	0.973	0.708	0.973	71.8	6	HIGH
A0A1W2PPE2	0.974	0.539	0.974	71.6	3	HIGH
A1ZBI7	0.974	0.940	0.974	90.6	2	HIGH
B7YZN8	0.974	0.000	0.974	81.3	2	HIGH
P0DW14	0.974	0.566	0.974	71.9	3	HIGH
P54185	0.971	0.974	0.974	93.3	4	HIGH
P91931	0.974	0.923	0.974	90.0	4	HIGH
Q04516	0.974	0.925	0.974	87.3	7	HIGH
Q6T423	0.973	0.974	0.974	87.8	3	HIGH
Q7PLL7	0.974	0.767	0.974	71.0	8	HIGH
Q8IRK8	0.974	0.963	0.974	86.3	4	HIGH
Q8NGE0	0.950	0.974	0.974	80.4	3	HIGH
Q8NH61	0.960	0.974	0.974	86.1	4	HIGH
Q8NH90	0.931	0.974	0.974	84.3	3	HIGH
Q8NHA8	0.929	0.974	0.974	83.0	3	HIGH
Q96R30	0.943	0.974	0.974	82.4	3	HIGH
Q9I7L3	0.974	0.892	0.974	89.8	4	HIGH
Q9I7Y5	0.960	0.974	0.974	73.1	3	HIGH
Q9U616	0.974	0.812	0.974	86.0	6	HIGH
Q9UGF7	0.963	0.974	0.974	81.9	4	HIGH
Q9VCQ8	0.974	0.771	0.974	96.9	5	HIGH
Q9VDU2	0.911	0.974	0.974	91.5	5	HIGH
Q9VLA3	0.881	0.974	0.974	90.6	3	HIGH
Q9VZE4	0.974	0.908	0.974	71.0	7	HIGH
Q9W124	0.974	0.928	0.974	75.1	5	HIGH
A0A0B4K780	0.975	0.880	0.975	81.5	4	HIGH
A0AAQ5BHU3	0.975	0.711	0.975	76.2	15	HIGH
A6NL26	0.938	0.975	0.975	88.9	3	HIGH
C9JN71	0.975	0.845	0.975	78.7	4	HIGH
P47888	0.944	0.975	0.975	86.2	3	HIGH
Q6IF42	0.936	0.975	0.975	87.1	3	HIGH
Q86X40	0.964	0.975	0.975	90.2	5	HIGH
Q86YG4	0.975	0.889	0.975	87.0	4	HIGH
Q8IQ15	0.975	0.930	0.975	81.4	4	HIGH
Q8NGE8	0.953	0.975	0.975	88.7	4	HIGH
Q8NGP6	0.954	0.975	0.975	90.0	3	HIGH
Q8NGR3	0.930	0.975	0.975	85.5	3	HIGH
Q8NGR8	0.952	0.975	0.975	86.5	3	HIGH
Q8NGX1	0.950	0.975	0.975	87.7	3	HIGH
Q8NGX5	0.939	0.975	0.975	88.2	3	HIGH
Q8NH21	0.948	0.975	0.975	90.4	4	HIGH
Q8NH42	0.947	0.975	0.975	84.2	4	HIGH
Q8NH69	0.948	0.975	0.975	91.0	3	HIGH
Q8NH79	0.949	0.975	0.975	86.5	4	HIGH
Q9I7R3	0.949	0.975	0.975	96.1	4	HIGH
Q9NFT7	0.975	0.961	0.975	90.9	5	HIGH
Q9UJH8	0.975	0.577	0.975	82.2	3	LOW
Q9VAP8	0.975	0.893	0.975	82.1	4	HIGH
Q9VC34	0.975	0.888	0.975	79.9	3	HIGH
Q9VCQ9	0.975	0.802	0.975	96.5	5	HIGH
Q9VES6	0.858	0.975	0.975	95.4	4	HIGH
Q9VFP8	0.975	0.940	0.975	92.5	3	HIGH
Q9VHQ2	0.873	0.975	0.975	88.0	1	HIGH
Q9VKY4	0.975	0.905	0.975	91.0	6	HIGH
Q9VME7	0.975	0.885	0.975	85.4	4	HIGH
Q9VTL0	0.973	0.975	0.975	95.2	4	HIGH
Q9W1K6	0.975	0.910	0.975	85.7	3	HIGH
Q9W2Y3	0.975	0.969	0.975	97.4	3	LOW
A0A087WZ39	0.976	0.922	0.976	89.6	4	HIGH
A1Z7F1	0.974	0.976	0.976	92.8	3	HIGH
A6NDI0	0.854	0.976	0.976	85.4	9	HIGH
A8MVZ5	0.976	0.845	0.976	87.9	6	HIGH
P0C025	0.976	0.788	0.976	85.1	4	HIGH
P50245	0.976	0.970	0.976	88.7	5	HIGH
Q0E8U4	0.976	0.972	0.976	96.4	3	HIGH
Q63ZY6	0.976	0.891	0.976	77.1	5	HIGH
Q7JWD3	0.952	0.976	0.976	79.8	4	HIGH
Q8IPQ6	0.976	0.784	0.976	71.9	3	HIGH
Q8NG85	0.951	0.976	0.976	91.5	3	HIGH
Q8NH04	0.943	0.976	0.976	88.7	3	HIGH
Q9V9P1	0.968	0.976	0.976	92.3	2	HIGH
Q9VA94	0.976	0.949	0.976	76.9	2	HIGH
Q9VEM4	0.976	0.926	0.976	91.8	4	HIGH
Q9VST4	0.976	0.914	0.976	91.2	6	HIGH
Q9VV98	0.976	0.643	0.976	92.1	4	HIGH
Q9VWM9	0.976	0.000	0.976	86.7	1	-
A0A3B3IT45	0.949	0.977	0.977	87.5	4	HIGH
M9NFP5	0.971	0.977	0.977	92.0	4	HIGH
O60688	0.957	0.977	0.977	90.7	3	HIGH
P0CL84	0.977	0.968	0.977	89.8	4	HIGH
Q3KPI0	0.977	0.851	0.977	85.2	7	HIGH
Q8IMN6	0.796	0.977	0.977	84.8	1	HIGH
Q8NGE7	0.943	0.977	0.977	86.8	3	HIGH
Q8NGG0	0.937	0.977	0.977	89.6	3	HIGH
Q8NGS0	0.938	0.977	0.977	89.0	3	HIGH
Q8NH83	0.962	0.977	0.977	88.4	4	HIGH
Q96R27	0.943	0.977	0.977	86.5	3	HIGH
Q9VG06	0.977	0.814	0.977	90.3	2	HIGH
Q9VYQ3	0.948	0.977	0.977	86.2	5	HIGH
A0A075B6K0	0.978	0.948	0.978	88.7	6	HIGH
A0A0B4K7V4	0.954	0.978	0.978	78.5	2	HIGH
A0A1W2PQ09	0.978	0.546	0.978	71.2	3	HIGH
A8MVU1	0.978	0.629	0.978	79.4	10	HIGH
M9MRN8	0.978	0.447	0.978	92.8	2	HIGH
O95302	0.978	0.964	0.978	89.1	6	HIGH
P0DN81	0.935	0.978	0.978	86.6	3	HIGH
P0DW13	0.978	0.538	0.978	72.3	3	HIGH
Q15622	0.934	0.978	0.978	85.9	3	HIGH
Q5W064	0.978	0.948	0.978	92.5	3	HIGH
Q8IME8	0.978	0.521	0.978	70.2	2	HIGH
Q8IQF3	0.790	0.978	0.978	84.0	1	HIGH
Q8N146	0.957	0.978	0.978	88.2	3	HIGH
Q8NGE9	0.941	0.978	0.978	85.2	3	HIGH
Q8NGI2	0.953	0.978	0.978	89.6	4	HIGH
Q8NGQ6	0.933	0.978	0.978	89.6	3	HIGH
Q8NH49	0.952	0.978	0.978	88.0	4	HIGH
Q8NH92	0.922	0.978	0.978	86.3	3	HIGH
Q96R08	0.944	0.978	0.978	89.5	3	HIGH
Q9H209	0.945	0.978	0.978	88.7	3	HIGH
Q9I7K3	0.978	0.787	0.978	96.9	6	HIGH
Q9V3V1	0.977	0.978	0.978	77.0	3	HIGH
Q9VCY5	0.978	0.972	0.978	85.4	1	HIGH
Q9VCZ0	0.977	0.978	0.978	90.9	1	HIGH
Q9VQP9	0.978	0.859	0.978	86.1	2	HIGH
Q9VZ73	0.978	0.956	0.978	91.5	3	HIGH
Q9Y5P0	0.911	0.978	0.978	88.3	4	HIGH
A6NK97	0.979	0.974	0.979	85.9	3	HIGH
Q24178	0.979	0.968	0.979	92.1	4	HIGH
Q3MIS6	0.979	0.705	0.979	70.8	5	HIGH
Q5XG92	0.979	0.974	0.979	92.7	5	HIGH
Q6MZZ7	0.979	0.828	0.979	83.0	7	HIGH
Q6UWQ5	0.979	0.963	0.979	91.7	4	HIGH
Q8NGK4	0.967	0.979	0.979	88.3	4	HIGH
Q8NGK5	0.956	0.979	0.979	88.4	4	HIGH
Q8NGP8	0.953	0.979	0.979	89.8	3	HIGH
Q8NGQ3	0.928	0.979	0.979	86.4	3	HIGH
Q8NH56	0.967	0.979	0.979	85.5	4	HIGH
Q8NH70	0.954	0.979	0.979	85.9	4	HIGH
Q8NH72	0.940	0.979	0.979	90.2	4	HIGH
Q9VF86	0.979	0.577	0.979	95.6	3	HIGH
Q9VKB8	0.979	0.977	0.979	93.8	3	HIGH
Q9VPH6	0.979	0.975	0.979	95.3	3	HIGH
Q9VY27	0.957	0.979	0.979	94.6	5	HIGH
Q9W4E6	0.979	0.409	0.979	71.8	5	HIGH
A0A0B4J2E0	0.980	0.831	0.980	89.5	5	HIGH
A0A0B4KG03	0.980	0.974	0.980	73.1	4	HIGH
A0A576	0.980	0.865	0.980	90.3	5	HIGH
A8Y535	0.980	0.000	0.980	89.0	3	HIGH
O60813	0.750	0.980	0.980	84.2	5	HIGH
P12426	0.974	0.980	0.980	95.7	4	HIGH
Q8NC67	0.980	0.926	0.980	72.1	5	HIGH
Q8NG95	0.952	0.980	0.980	87.5	3	HIGH
Q8NGF8	0.962	0.980	0.980	87.0	4	HIGH
Q8NGG4	0.954	0.980	0.980	89.7	3	HIGH
Q8NGR2	0.944	0.980	0.980	85.6	3	HIGH
Q8NGX6	0.939	0.980	0.980	82.6	3	HIGH
Q8NH01	0.948	0.980	0.980	88.6	3	HIGH
Q9H210	0.948	0.980	0.980	87.5	3	HIGH
Q9H3R1	0.980	0.953	0.980	91.0	5	HIGH
Q9VG86	0.847	0.980	0.980	94.9	4	HIGH
Q9VY00	0.929	0.980	0.980	93.8	4	HIGH
Q9W4Z9	0.980	0.924	0.980	84.4	4	HIGH
A0A1B0GX68	0.981	0.862	0.981	88.4	5	HIGH
A1Z7E8	0.981	0.951	0.981	95.4	4	HIGH
A1Z7F2	0.978	0.981	0.981	93.4	4	HIGH
A6NMZ5	0.947	0.981	0.981	88.0	4	HIGH
O97067	0.981	0.732	0.981	82.6	2	HIGH
P0C646	0.949	0.981	0.981	87.0	4	HIGH
P16911	0.981	0.978	0.981	92.3	5	HIGH
Q6UDR6	0.981	0.909	0.981	91.1	3	HIGH
Q8NGE1	0.950	0.981	0.981	89.5	4	HIGH
Q8NH16	0.950	0.981	0.981	90.2	3	HIGH
Q8TDF5	0.981	0.847	0.981	71.7	5	HIGH
Q9H341	0.954	0.981	0.981	86.5	4	HIGH
Q9UJ99	0.981	0.679	0.981	75.4	6	HIGH
Q9V774	0.941	0.981	0.981	93.8	5	HIGH
Q9VBF9	0.981	0.959	0.981	95.0	6	HIGH
Q9VIG6	0.981	0.957	0.981	80.2	2	HIGH
Q9VK30	0.981	0.000	0.981	94.6	2	HIGH
Q9VRN2	0.981	0.806	0.981	85.0	8	HIGH
Q9VVM7	0.981	0.981	0.981	94.1	4	HIGH
Q9W2V3	0.981	0.967	0.981	87.1	4	HIGH
A0A0B4J266	0.982	0.954	0.982	92.4	5	HIGH
A0A8I5KTY6	0.982	0.945	0.982	87.6	2	HIGH
O95025	0.982	0.872	0.982	84.2	11	HIGH
P0C7T3	0.961	0.982	0.982	87.7	4	HIGH
P0DMU2	0.939	0.982	0.982	90.1	3	HIGH
Q8N148	0.954	0.982	0.982	87.0	4	HIGH
Q8NG94	0.947	0.982	0.982	81.3	4	HIGH
Q8NGA2	0.936	0.982	0.982	84.2	3	HIGH
Q8NGS1	0.932	0.982	0.982	87.4	3	HIGH
Q96P15	0.982	0.967	0.982	89.4	6	HIGH
Q9VHW6	0.982	0.702	0.982	88.5	4	HIGH
Q9VS22	0.960	0.982	0.982	96.5	4	HIGH
Q9W171	0.932	0.982	0.982	91.0	4	HIGH
A0A075B6V5	0.983	0.880	0.983	91.5	5	HIGH
A0AAG2UUX9	0.983	0.907	0.983	85.2	8	HIGH
A1Z7F3	0.983	0.974	0.983	94.2	4	HIGH
A4V381	0.753	0.983	0.983	93.3	1	MEDIUM
A6NM36	0.983	0.958	0.983	90.1	4	HIGH
P0C645	0.962	0.983	0.983	87.1	4	HIGH
P0DSN6	0.922	0.983	0.983	86.0	1	HIGH
P0DTW3	0.983	0.945	0.983	86.4	4	HIGH
P52487	0.983	0.957	0.983	92.3	4	HIGH
Q8NGN5	0.925	0.983	0.983	88.2	3	HIGH
Q8NH85	0.936	0.983	0.983	88.4	3	HIGH
Q8NHA6	0.944	0.983	0.983	86.8	3	HIGH
Q96R69	0.949	0.983	0.983	91.1	4	HIGH
Q9U9P7	0.960	0.983	0.983	91.5	3	HIGH
Q9VES7	0.835	0.983	0.983	94.9	4	HIGH
Q9VQ67	0.983	0.896	0.983	78.9	7	HIGH
Q9VRJ4	0.983	0.959	0.983	84.9	3	HIGH
Q9VTN9	0.983	0.906	0.983	94.7	7	HIGH
Q9VU37	0.983	0.943	0.983	90.9	2	HIGH
Q9W2D1	0.983	0.935	0.983	92.4	4	HIGH
A6NJW9	0.915	0.984	0.984	81.5	6	HIGH
M9NDI3	0.984	0.905	0.984	81.3	5	HIGH
P07192	0.984	0.980	0.984	95.7	3	HIGH
P0C7N8	0.929	0.984	0.984	88.6	3	HIGH
Q6IEZ7	0.943	0.984	0.984	89.7	3	HIGH
Q6UXT6	0.947	0.984	0.984	88.8	3	HIGH
Q8NCI6	0.960	0.984	0.984	91.7	7	HIGH
Q8NGI4	0.946	0.984	0.984	86.7	4	HIGH
Q9VBU4	0.984	0.847	0.984	78.0	3	HIGH
Q9VMU2	0.882	0.984	0.984	94.9	5	HIGH
Q9VPR3	0.984	0.736	0.984	89.7	5	HIGH
Q9Y0Y2	0.984	0.000	0.984	93.3	7	HIGH
A0A075B6U6	0.985	0.919	0.985	89.9	5	HIGH
A0A0C4DH68	0.985	0.940	0.985	89.9	5	HIGH
A0A5A2	0.985	0.847	0.985	92.1	5	HIGH
A0ABB0MV19	0.968	0.985	0.985	75.1	7	HIGH
A1Z8Z9	0.936	0.985	0.985	92.7	5	HIGH
O95221	0.952	0.985	0.985	89.2	3	HIGH
P0C7N5	0.935	0.985	0.985	90.1	3	HIGH
P0CF18	0.985	0.978	0.985	89.9	4	HIGH
P0DN80	0.942	0.985	0.985	90.0	3	HIGH
P49963	0.985	0.000	0.985	81.3	2	HIGH
Q02325	0.985	0.877	0.985	91.3	2	-
Q5TYX0	0.739	0.985	0.985	84.9	5	HIGH
Q6ZNQ3	0.967	0.985	0.985	91.7	4	HIGH
Q8NGG6	0.953	0.985	0.985	88.8	3	HIGH
Q8NGH3	0.953	0.985	0.985	86.9	3	HIGH
Q9BXT4	0.985	0.698	0.985	71.3	7	HIGH
Q9VIB1	0.960	0.985	0.985	91.9	4	HIGH
Q9VUN7	0.985	0.909	0.985	93.3	6	HIGH
Q9VVP4	0.981	0.985	0.985	96.6	7	HIGH
Q9W1U3	0.967	0.985	0.985	94.4	7	HIGH
Q9W3J1	0.985	0.972	0.985	93.8	7	HIGH
A0A0B4J1U6	0.986	0.846	0.986	91.2	5	HIGH
A0A0C4DH59	0.986	0.856	0.986	90.6	5	HIGH
A0A0K0K1C0	0.986	0.849	0.986	90.0	5	HIGH
O76994	0.986	0.864	0.986	87.5	2	HIGH
Q08AF3	0.986	0.617	0.986	87.6	6	HIGH
