protein_a	protein_b	template_pdb	min_TM	involves_dark
Q9FJX2	Q9LSA3	7r81	0.999	0
E9PWZ3	O55142	7oyc	0.999	0
E9PWZ3	P19253	7oyc	0.999	0
E9PWZ3	P41105	7oyc	0.999	0
E9PWZ3	P51410	7oyc	0.999	0
E9PWZ3	P62702	7oyc	0.999	0
E9PWZ3	P62918	7oyc	0.999	0
E9PWZ3	Q9CPR4	7oyc	0.999	0
E9PWZ3	Q9CXW4	7oyc	0.999	0
E9PWZ3	Q9CZX8	7oyc	0.999	0
E9PWZ3	Q9JJI8	7oyc	0.999	0
O16797	P48159	7oyc	0.999	0
O16797	Q9W237	7oyc	0.999	0
O16797	Q9W3W8	7oyc	0.999	0
O16797	Q9W5N2	7oyc	0.999	0
O49344	P56780	5xnl	0.999	0
O55142	P14206	8q87	0.999	0
O55142	P35980	8q87	0.999	0
O55142	P63325	8q87	0.999	0
O55142	P97351	8q87	0.999	0
O55142	Q9CQR2	8q87	0.999	0
O80646	P42794	8q87	0.999	0
P00968	P0A6F1	1jdb	0.999	0
P04075	P09972	2quu	0.999	0
P14131	P62264	9cai	0.999	0
P14131	P62830	9cai	0.999	0
P14131	P62918	9cai	0.999	0
P14206	Q9CQR2	8q87	0.999	0
P18077	P22090	7oyc	0.999	0
P18077	P40429	7oyc	0.999	0
P22090	P40429	7oyc	0.999	0
P22090	P63173	7oyc	0.999	0
P24311	Q6YFQ2	3abm	0.999	0
P25444	Q9CQR2	8q87	0.999	0
P27659	Q9CQR2	8q87	0.999	0
P40429	P62701	7oyc	0.999	0
P40429	P62913	7oyc	0.999	0
P40429	P62917	7oyc	0.999	0
P40429	P63173	7oyc	0.999	0
P41105	Q9CQR2	8q87	0.999	0
P42794	P42798	8q87	0.999	0
P42794	Q9LX88	8q87	0.999	0
P48159	Q9VJ19	7oyb	0.999	0
P48159	Q9W5N2	7oyc	0.999	0
P51410	Q9CQR2	8q87	0.999	0
P62263	P62917	9cai	0.999	0
P62264	P62918	9cai	0.999	0
P62702	Q9CQR2	8q87	0.999	0
P62829	P62917	9cai	0.999	0
P62830	P62918	9cai	0.999	0
P62918	Q9CQR2	8q87	0.999	0
P63325	Q9CQR2	8q87	0.999	0
P78352	Q12959	8cn3	0.999	0
P97351	Q9CQR2	8q87	0.999	0
Q6YFQ2	Q8TF08	3abm	0.999	0
Q9CQR2	Q9CXW4	8q87	0.999	0
Q9W237	Q9W5N2	7oyc	0.999	0
Q9W3W8	Q9W5N2	7oyc	0.999	0
E9PWZ3	P62717	7oyc	0.999	0
F4INE2	P10796	5iu0	0.999	0
O03042	P10796	5iu0	0.999	0
O22860	Q9M9W1	7qiz	0.999	0
O35683	Q91VD9	6zkh	0.999	0
O80646	Q9M9W1	7qiz	0.999	0
P00156	P00414	8ugj	0.999	0
P10796	P93292	5iu0	0.999	0
P14063	P35996	5mrc	0.999	0
P14148	P25444	7cpv	0.999	0
P22354	P35996	5mrc	0.999	0
P25348	P35996	5mrc	0.999	0
P25444	P62245	8b2l	0.999	0
P25642	P35996	5mrc	0.999	0
P28072	P60900	8ypk	0.999	0
P28817	P35996	5mrc	0.999	0
P32902	P35996	5mrc	0.999	0
P35996	P36519	5mrc	0.999	0
P35996	P36523	5mrc	0.999	0
P35996	P36533	5mrc	0.999	0
P35996	P53724	5mrc	0.999	0
P35996	P53881	5mrc	0.999	0
P35996	Q06678	5mrc	0.999	0
P38666	Q9M9W1	7qiz	0.999	0
P42798	Q9M9W1	7qiz	0.999	0
P51398	P82912	8any	0.999	0
P51398	P82921	8any	0.999	0
P51398	Q9NRX2	8any	0.999	0
P62717	Q9JJI8	7oyc	0.999	0
P82912	Q9NRX2	8any	0.999	0
P82921	Q9NRX2	8any	0.999	0
Q42347	Q9M9W1	7qiz	0.999	0
Q9LX88	Q9M9W1	7qiz	0.999	0
O16797	P46222	7oyc	0.999	0
O22860	Q93VG5	7qiz	0.999	0
O55234	Q9QUM9	8fz5	0.999	0
O80646	Q93VG5	7qiz	0.999	0
O80646	Q9SCM3	8b2l	0.999	0
P00156	P14927	8ugj	0.999	0
P00414	P14927	8ugj	0.999	0
P04449	P51402	8aaf	0.999	0
P0CX25	P0CX45	8c3a	0.999	0
P0CX45	P41056	8c3a	0.999	0
P0CX45	Q3E7Y3	8c3a	0.999	0
P14131	P62889	9cai	0.999	0
P18077	P39023	7oyc	0.999	0
P20674	P24310	6jy3	0.999	0
P22090	P39023	7oyc	0.999	0
P35486	P35487	3exh	0.999	0
P38666	Q93VG5	7qiz	0.999	0
P38666	Q9SCM3	8b2l	0.999	0
P39023	P40429	7oyc	0.999	0
P39023	P62701	7oyc	0.999	0
P39023	P62913	7oyc	0.999	0
P39023	P62917	7oyc	0.999	0
P39023	P63173	7oyc	0.999	0
P42798	Q93VG5	7qiz	0.999	0
P42798	Q9SCM3	8b2l	0.999	0
P46222	P48159	7oyc	0.999	0
P46222	Q9W237	7oyc	0.999	0
P46222	Q9W3W8	7oyc	0.999	0
P46222	Q9W5N2	7oyc	0.999	0
P48588	Q9VH69	6ybs	0.999	0
P56766	P56767	7y8a	0.999	0
P62244	P62263	7qiz	0.999	0
P62249	P62263	9cai	0.999	0
P62249	P62829	9cai	0.999	0
P62249	P62917	9cai	0.999	0
P62264	P62889	9cai	0.999	0
P62830	P62889	9cai	0.999	0
Q42347	Q93VG5	7qiz	0.999	0
Q42347	Q9SCM3	8b2l	0.999	0
Q60692	Q9QUM9	8fz5	0.999	0
Q8L8W6	Q9SCM3	8b2l	0.999	0
Q93VG5	Q9FE58	7qiz	0.999	0
Q93VG5	Q9LX88	7qiz	0.999	0
Q93VG5	Q9M9W1	7qiz	0.999	0
Q99N91	Q9D338	3j7y	0.999	0
Q9LX88	Q9SCM3	8b2l	0.999	0
Q9SCM3	Q9SGA6	8b2l	0.999	0
E9PWZ3	P25444	7oyb	0.999	0
E9PWZ3	P62889	7oyb	0.999	0
O35943	Q8K215	8pk8	0.999	0
P00405	P56392	8d4t	0.999	0
P02745	P02746	2wnv	0.999	0
P08590	P12829	8qyu	0.999	0
P18077	P18621	7oyc	0.999	0
P18621	P22090	7oyc	0.999	0
P18621	P39023	7oyc	0.999	0
P18621	P40429	7oyc	0.999	0
P18621	P62701	7oyc	0.999	0
P18621	P62913	7oyc	0.999	0
P18621	P62917	7oyc	0.999	0
P18621	P63173	7oyc	0.999	0
P22090	P62244	8q87	0.999	0
P41105	P62889	7oyb	0.999	0
P46783	P62244	8q87	0.999	0
P62244	P62701	8q87	0.999	0
P62244	P62899	8q87	0.999	0
P62244	P62913	8q87	0.999	0
P62244	P62917	7qiz	0.999	0
P62244	Q02543	8q87	0.999	0
P78352	Q92796	8cn3	0.999	0
Q9CQV5	Q9CY16	7pnw	0.999	0
Q9CXW2	Q9CY16	7pnw	0.999	0
O04848	O23629	7vz4	0.999	0
O04848	P40283	7vz4	0.999	0
O04848	Q9FFC0	7vz4	0.999	0
O04848	Q9LZ45	7vz4	0.999	0
O04848	Q9LZT0	7vz4	0.999	0
O04848	Q9SF55	7vz4	0.999	0
O04848	Q9ZUS0	7vz4	0.999	0
O23324	Q9LIK9	4maf	0.999	0
O23629	P59169	8q3e	0.999	0
O35683	Q9CPP6	6zkh	0.999	0
O43488	O95154	2bp1	0.999	0
O55142	Q9D1R9	8q87	0.999	0
P05852	P76256	4wq5	0.999	0
P06899	P68431	7k61	0.999	0
P06899	P84243	7k61	0.999	0
P06899	Q5TEC6	7k61	0.999	0
P06899	Q6NXT2	7k61	0.999	0
P06899	Q71DI3	7k61	0.999	0
P08263	P09210	7bic	0.999	0
P09210	Q16772	7bic	0.999	0
P09210	Q7RTV2	7bic	0.999	0
P0C0W1	P25443	9cai	0.999	0
P14120	P25443	9cai	0.999	0
P14206	Q9D1R9	8q87	0.999	0
P22090	P63220	6w2t	0.999	0
P25443	P46784	9cai	0.999	0
P25443	Q08745	9cai	0.999	0
P25443	Q3E7Y3	9cai	0.999	0
P25444	Q9D1R9	8q87	0.999	0
P25867	P52485	8uq9	0.999	0
P27659	Q9D1R9	8q87	0.999	0
P35980	Q9D1R9	8q87	0.999	0
P38666	P42036	7qiz	0.999	0
P40338	P83940	4awj	0.999	0
P41105	Q9D1R9	8q87	0.999	0
P42036	Q42347	7qiz	0.999	0
P42036	Q93VG5	7qiz	0.999	0
P42036	Q9FE58	7qiz	0.999	0
P42036	Q9M9W1	7qiz	0.999	0
P51410	Q9D1R9	8q87	0.999	0
P51668	P62837	8uq8	0.999	0
P56766	P62090	8wey	0.999	0
P56767	P62090	8wey	0.999	0
P59169	Q9SF55	8q3e	0.999	0
P62245	P62918	7qiz	0.999	0
P62702	Q9D1R9	8q87	0.999	0
P62717	Q9D1R9	8q87	0.999	0
P62918	Q9D1R9	8q87	0.999	0
P63325	Q9D1R9	8q87	0.999	0
P97351	Q9D1R9	8q87	0.999	0
Q8NFP7	Q96G61	3mcf	0.999	0
Q91VD9	Q9CPP6	6zkh	0.999	0
Q922Q4	Q922W5	5uau	0.999	0
Q9CQR2	Q9D1R9	8q87	0.999	0
Q9CXW4	Q9D1R9	8q87	0.999	0
Q9CZX8	Q9D1R9	8q87	0.999	0
E9PWZ3	P35980	7oyb	0.999	0
O49686	Q9CAJ0	3zvu	0.999	0
O65202	Q9ZQP2	1w07	0.999	0
O75306	P56556	6zk9	0.999	0
P00156	P07919	8ugj	0.999	0
P00414	P07919	8ugj	0.999	0
P00417	Q9VAW7	8ugj	0.999	1
P07919	P14927	8ugj	0.999	0
P0AEJ6	P19636	3abo	0.999	0
P0CX45	P14120	7oyb	0.999	0
P12982	P48462	6zej	0.999	0
P19253	P35980	7oyb	0.999	0
P35980	P62889	7oyb	0.999	0
P35980	Q9CPR4	7oyb	0.999	0
P39023	P62888	7oyb	0.999	0
P46286	Q9SK22	7oyc	0.999	0
P59226	Q9SF55	8guk	0.999	0
Q42577	Q9FNN5	8e73	0.999	0
Q99J83	Q9CQY1	4naw	0.999	0
Q9FXI7	Q9SF55	8guk	0.999	0
Q9LR02	Q9SF55	8guk	0.999	0
F4JWS8	Q9LK29	7jrg	0.999	0
O80646	P46286	8q87	0.999	0
O80646	P49688	8b2l	0.999	0
O80646	P51424	8b2l	0.999	0
P07281	P0CX25	8c3a	0.999	0
P07281	P0CX45	8c3a	0.999	0
P07281	P41056	8c3a	0.999	0
P07281	Q3E7Y3	8c3a	0.999	0
P0C0W1	P0CX45	8q87	0.999	0
P14131	Q9CZM2	9cai	0.999	0
P27661	P68433	6ke9	0.999	0
P27661	P84228	6ke9	0.999	0
P27661	P84244	6ke9	0.999	0
P38060	Q8JZS7	3mp5	0.999	1
P38666	P49688	8b2l	0.999	0
P38666	P51424	8b2l	0.999	0
P38666	Q9SIH0	7qiz	0.999	0
P42792	Q9LK29	7jrg	0.999	0
P42794	P46286	8q87	0.999	0
P42795	P46286	8q87	0.999	0
P42798	P46286	8q87	0.999	0
P42798	P49688	8b2l	0.999	0
P42798	P51424	8b2l	0.999	0
P46286	Q9LX88	8q87	0.999	0
P49688	P51424	8b2l	0.999	0
P49688	Q42347	8b2l	0.999	0
P49688	Q8L8W6	8b2l	0.999	0
P49688	Q9LX88	8b2l	0.999	0
P49688	Q9SGA6	8b2l	0.999	0
P51424	Q42347	8b2l	0.999	0
P51424	Q9LX88	8b2l	0.999	0
P51424	Q9SCM3	8b2l	0.999	0
P51424	Q9SGA6	8b2l	0.999	0
P51668	Q9Y2X8	8uq8	0.999	0
P61313	P62249	9cai	0.999	0
P61313	P62263	9cai	0.999	0
P61313	P62829	9cai	0.999	0
P61313	P62917	9cai	0.999	0
P62264	Q9CZM2	9cai	0.999	0
P62830	Q9CZM2	9cai	0.999	0
P62837	Q9Y2X8	8uq8	0.999	0
P62889	Q9CZM2	9cai	0.999	0
P62918	Q9CZM2	9cai	0.999	0
Q42064	Q9SK22	7oyc	0.999	0
Q42347	Q9SIH0	7qiz	0.999	0
Q62189	Q9CQI7	7dwh	0.999	1
Q93VG5	Q9SIH0	7qiz	0.999	0
Q969T4	Q96LR5	8uq8	0.999	0
Q9FE58	Q9SIH0	7qiz	0.999	0
Q9M9W1	Q9SIH0	7qiz	0.999	0
Q9SGE0	Q9ZUY6	6h0p	0.999	0
E9PWZ3	P14206	8q87	0.999	0
E9PWZ3	P62301	7oyc	0.999	0
E9PWZ3	P63325	8q87	0.999	0
E9PWZ3	P97351	8q87	0.999	0
E9PWZ3	Q9CQR2	8q87	0.999	0
E9PWZ3	Q9D1R9	8q87	0.999	0
O15239	O95167	6zkb	0.999	0
O16797	Q9V3G1	7oyc	0.999	0
O23629	P59226	7k61	0.999	0
O23629	Q9FXI7	7k61	0.999	0
O23629	Q9LR02	8q3e	0.999	0
O55142	P62301	7oyc	0.999	0
O80646	Q42064	8q87	0.999	0
P07281	P51401	8c3a	0.999	0
P0CX25	P51401	8c3a	0.999	0
P0CX45	P51401	8c3a	0.999	0
P18077	Q02543	7oyb	0.999	0
P19253	P62301	7oyc	0.999	0
P22090	P61313	8q87	0.999	0
P25444	P62264	7qiz	0.999	0
P27659	P62301	7oyc	0.999	0
P28070	P28074	8fz5	0.999	0
P28072	P28074	8fz5	0.999	0
P28074	P49720	8fz5	0.999	0
P38666	Q9CAX6	7qiz	0.999	0
P39023	P46783	8q87	0.999	0
P39023	P61313	8q87	0.999	0
P39023	P62244	8q87	0.999	0
P39023	P62899	8q87	0.999	0
P39023	Q02543	7oyb	0.999	0
P41056	P51401	8c3a	0.999	0
P41105	P62301	7oyc	0.999	0
P42794	Q42064	7oyc	0.999	0
P42794	Q9SK22	7oyc	0.999	0
P42795	Q42064	8q87	0.999	0
P42798	Q42064	8q87	0.999	0
P46222	Q9V3G1	7oyc	0.999	0
P46783	P61313	8q87	0.999	0
P48159	Q9V3G1	7oyb	0.999	0
P48159	Q9V597	7oyb	0.999	0
P51401	Q3E7Y3	8c3a	0.999	0
P51410	P62301	7oyc	0.999	0
P61313	P62244	8q87	0.999	0
P61313	P62701	8q87	0.999	0
P61313	P62899	8q87	0.999	0
P61313	P62913	8q87	0.999	0
P61313	Q02543	8q87	0.999	0
P62245	P62264	7qiz	0.999	0
P62301	P62702	7oyc	0.999	0
P62301	P62717	7oyc	0.999	0
P62301	P62918	7oyc	0.999	0
P62301	Q9CPR4	7oyc	0.999	0
P62301	Q9CXW4	7oyc	0.999	0
P62301	Q9CZX8	7oyc	0.999	0
P62301	Q9JJI8	7oyc	0.999	0
P62888	Q02543	7oyb	0.999	0
Q42064	Q9LX88	8q87	0.999	0
Q42347	Q9CAX6	7qiz	0.999	0
Q61239	Q8K2I1	3e37	0.999	0
Q7L9L4	Q9H8S9	5brm	0.999	0
Q7Z6M4	Q96CB9	4fp9	0.999	0
Q8CIG8	Q99J09	7uyf	0.999	0
Q91WD5	Q9CQZ5	6zk9	0.999	0
Q93VG5	Q9CAX6	7qiz	0.999	0
Q9CAX6	Q9FE58	7qiz	0.999	0
Q9CAX6	Q9M9W1	7qiz	0.999	0
Q9CQV5	Q9DCA2	7pnw	0.999	0
Q9CVB6	Q9JM76	1tyq	0.999	0
Q9CXW2	Q9DCA2	7pnw	0.999	0
Q9V3G1	Q9V597	7oyb	0.999	0
Q9V3G1	Q9VJ19	7oyb	0.999	0
Q9V3G1	Q9W237	7oyc	0.999	0
Q9V3G1	Q9W3W8	7oyc	0.999	0
Q9V3G1	Q9W5N2	7oyc	0.999	0
Q9V597	Q9VJ19	7oyb	0.999	0
C0HKA0	Q9VWG3	9cai	0.998	0
E9PWZ3	P47962	7oyc	0.998	0
E9PWZ3	Q9CZM2	8q87	0.998	0
O04848	Q9LQQ4	8g8b	0.998	0
O04848	Q9SI96	8g8b	0.998	0
O55142	P47962	7oyc	0.998	0
O55142	Q9CZM2	8q87	0.998	0
P04778	Q9S7J7	8c29	0.998	0
P04778	Q9XF87	8c29	0.998	0
P08263	Q16772	7bic	0.998	0
P08263	Q7RTV2	7bic	0.998	0
P0C0W9	P0CX45	7oyc	0.998	0
P0CJ48	Q9S7J7	8c29	0.998	0
P0CJ48	Q9XF87	8c29	0.998	0
P0CX45	Q3E757	7oyc	0.998	0
P13804	P38117	1efv	0.998	0
P14206	Q9CZM2	8q87	0.998	0
P19253	P47962	7oyc	0.998	0
P25444	Q9CZM2	8q87	0.998	0
P27659	P47962	7oyc	0.998	0
P27659	Q9CZM2	8q87	0.998	0
P35980	Q9CZM2	8q87	0.998	0
P41105	P47962	7oyc	0.998	0
P41105	Q9CZM2	8q87	0.998	0
P45530	P45532	2d1p	0.998	0
P46286	Q8VZ19	7oyb	0.998	0
P46286	Q9C8F7	7oyb	0.998	0
P46286	Q9LSA3	7oyb	0.998	0
P47962	P51410	7oyc	0.998	0
P47962	P62301	7oyc	0.998	0
P47962	P62702	7oyc	0.998	0
P47962	P62717	7oyc	0.998	0
P47962	P62918	7oyc	0.998	0
P47962	Q9CPR4	7oyc	0.998	0
P47962	Q9CXW4	7oyc	0.998	0
P47962	Q9CZX8	7oyc	0.998	0
P47962	Q9JJI8	7oyc	0.998	0
P48149	Q9VWG3	9cai	0.998	0
P48159	Q9VWG3	9cai	0.998	0
P51410	Q9CZM2	8q87	0.998	0
P51668	P51965	8uq8	0.998	0
P51965	Q969T4	8uq8	0.998	0
P51965	Q96LR5	8uq8	0.998	0
P56766	Q9SUI4	7dkz	0.998	0
P59169	Q9ZUS0	8q3e	0.998	0
P59226	Q9ZUS0	8q3e	0.998	0
P62702	Q9CZM2	8q87	0.998	0
P62717	Q9CZM2	8q87	0.998	0
P63325	Q9CZM2	8q87	0.998	0
P97351	Q9CZM2	8q87	0.998	0
Q12959	Q92796	8cn3	0.998	0
Q39141	Q9S7J7	8c29	0.998	0
Q39141	Q9XF87	8c29	0.998	0
Q3UYV9	Q9CQ49	1h2v	0.998	0
Q42064	Q8VZ19	7oyb	0.998	0
Q42064	Q9C8F7	7oyb	0.998	0
Q42064	Q9LSA3	7oyb	0.998	0
Q43870	Q9LIK9	4maf	0.998	0
Q7KR04	Q9VWG3	9cai	0.998	0
Q8VZ87	Q9S7J7	8c29	0.998	0
Q8VZ87	Q9XF87	8c29	0.998	0
Q9CQR2	Q9CZM2	8q87	0.998	0
Q9CXW4	Q9CZM2	8q87	0.998	0
Q9CZM2	Q9CZX8	8q87	0.998	0
Q9CZM2	Q9D1R9	8q87	0.998	0
Q9LR02	Q9ZUS0	8q3e	0.998	0
Q9S7J7	Q9SHR7	8c29	0.998	0
Q9S7J7	Q9XF87	8c29	0.998	0
Q9SHR7	Q9XF87	8c29	0.998	0
Q9V597	Q9W3W8	7oyb	0.998	0
Q9VJ19	Q9W3W8	7oyb	0.998	0
C0HKA0	Q9VJ19	9cai	0.998	0
O16797	P38979	8q87	0.998	0
O16797	P48149	8q87	0.998	0
O16797	Q7KR04	8q87	0.998	0
O16797	Q9V597	7oyb	0.998	0
O16797	Q9VJ19	7oyb	0.998	0
O22860	O23515	7qiz	0.998	0
O22860	P49688	9cai	0.998	0
O22860	Q8VYF1	7qiz	0.998	0
O22860	Q9M8X9	7qiz	0.998	0
O23515	O80646	7qiz	0.998	0
O23515	P38666	7qiz	0.998	0
O23515	P42036	7qiz	0.998	0
O23515	P42798	7qiz	0.998	0
O23515	Q42347	7qiz	0.998	0
O23515	Q93VG5	7qiz	0.998	0
O23515	Q9CAX6	7qiz	0.998	0
O23515	Q9FE58	7qiz	0.998	0
O23515	Q9LX88	7qiz	0.998	0
O23515	Q9M8X9	7qiz	0.998	0
O23515	Q9M9W1	7qiz	0.998	0
O23515	Q9SIH0	7qiz	0.998	0
O54833	Q60737	6qy8	0.998	0
O80646	Q8VYF1	7qiz	0.998	0
O80646	Q9LF30	8b2l	0.998	0
O80646	Q9M8X9	7qiz	0.998	0
O80646	Q9SKX8	8b2l	0.998	0
P0A7M6	P0A7S3	9gr1	0.998	0
P14063	P38064	5mrc	0.998	0
P18077	P62829	7oyc	0.998	0
P18621	P62829	7oyc	0.998	0
P22090	P62829	7oyc	0.998	0
P22354	P38064	5mrc	0.998	0
P25348	P38064	5mrc	0.998	0
P25444	P47962	7oyc	0.998	0
P25444	P62301	7oyc	0.998	0
P25444	Q9JJI8	7oyc	0.998	0
P25642	P38064	5mrc	0.998	0
P28817	P38064	5mrc	0.998	0
P32902	P38064	5mrc	0.998	0
P35996	P38064	5mrc	0.998	0
P36519	P38064	5mrc	0.998	0
P36523	P38064	5mrc	0.998	0
P36525	P38064	5mrc	0.998	0
P36533	P38064	5mrc	0.998	0
P38064	P53724	5mrc	0.998	0
P38064	P53881	5mrc	0.998	0
P38064	Q06678	5mrc	0.998	0
P38666	Q8VYF1	7qiz	0.998	0
P38666	Q9LF30	8b2l	0.998	0
P38666	Q9M8X9	7qiz	0.998	0
P38666	Q9SKX8	8b2l	0.998	0
P38979	Q9V3G1	8q87	0.998	0
P39023	P62829	7oyc	0.998	0
P40429	P62829	7oyc	0.998	0
P42036	P49688	9cai	0.998	0
P42036	Q8VYF1	7qiz	0.998	0
P42036	Q9M8X9	7qiz	0.998	0
P42794	Q42340	7oyc	0.998	0
P42795	Q42340	7oyc	0.998	0
P42795	Q9SK22	7oyc	0.998	0
P42798	Q8VYF1	7qiz	0.998	0
P42798	Q9LF30	8b2l	0.998	0
P42798	Q9M8X9	7qiz	0.998	0
P42798	Q9SKX8	8b2l	0.998	0
P46286	Q42340	7oyc	0.998	0
P48149	Q9V3G1	8q87	0.998	0
P48149	Q9VJ19	9cai	0.998	0
P49688	P49690	9cai	0.998	0
P49688	Q8VZ19	9cai	0.998	0
P49688	Q9C8F7	9cai	0.998	0
P49688	Q9CAX6	9cai	0.998	0
P49688	Q9LF30	8b2l	0.998	0
P49688	Q9LSA3	9cai	0.998	0
P49688	Q9SIH0	9cai	0.998	0
P49688	Q9SKX8	8b2l	0.998	0
P51020	P77580	1nvm	0.998	0
P51424	Q9LF30	8b2l	0.998	0
P51424	Q9SKX8	8b2l	0.998	0
P62244	P62249	9cai	0.998	0
P62244	P62829	9cai	0.998	0
P62245	P62889	8b2l	0.998	0
P62701	P62829	7oyc	0.998	0
P62829	P62913	7oyc	0.998	0
P62829	P63173	7oyc	0.998	0
P70195	Q9QUM9	8bzl	0.998	0
P70195	Q9R1P0	8bzl	0.998	0
P70195	Q9R1P4	8bzl	0.998	0
Q16772	Q7RTV2	7bic	0.998	0
Q42064	Q42340	7oyc	0.998	0
Q42347	Q8VYF1	7qiz	0.998	0
Q42347	Q9LF30	8b2l	0.998	0
Q42347	Q9M8X9	7qiz	0.998	0
Q42347	Q9SKX8	8b2l	0.998	0
Q7KR04	Q9V3G1	8q87	0.998	0
Q7KR04	Q9VJ19	9cai	0.998	0
Q8L8W6	Q9LF30	8b2l	0.998	0
Q8L8W6	Q9SKX8	8b2l	0.998	0
Q8VYF1	Q93VG5	7qiz	0.998	0
Q8VYF1	Q9CAX6	7qiz	0.998	0
Q8VYF1	Q9FE58	7qiz	0.998	0
Q8VYF1	Q9LX88	7qiz	0.998	0
Q8VYF1	Q9M8X9	7qiz	0.998	0
Q8VYF1	Q9M9W1	7qiz	0.998	0
Q8VYF1	Q9SIH0	7qiz	0.998	0
Q93VG5	Q9M8X9	7qiz	0.998	0
Q9CAX6	Q9M8X9	7qiz	0.998	0
Q9FE58	Q9M8X9	7qiz	0.998	0
Q9LF30	Q9LX88	8b2l	0.998	0
Q9LF30	Q9SCM3	8b2l	0.998	0
Q9LF30	Q9SKX8	8b2l	0.998	0
Q9LX88	Q9M8X9	7qiz	0.998	0
Q9LX88	Q9SKX8	8b2l	0.998	0
Q9M8X9	Q9M9W1	7qiz	0.998	0
Q9M8X9	Q9SIH0	7qiz	0.998	0
Q9S834	Q9SXJ6	5c90	0.998	0
Q9SCM3	Q9SKX8	8b2l	0.998	0
Q9SGA6	Q9SKX8	8b2l	0.998	0
Q9VJ19	Q9VWG3	9cai	0.998	0
E9PWZ3	P62830	7oyc	0.998	0
O23324	Q43870	4maf	0.998	0
O23629	Q9S9K7	7vz4	0.998	0
O55142	P62830	7oyc	0.998	0
P00924	P00925	2xh7	0.998	0
P0AF32	P19319	3egw	0.998	0
P11349	P19319	3egw	0.998	0
P11350	P19319	3egw	0.998	0
P14206	P19253	7oyc	0.998	0
P14206	P47962	7oyc	0.998	0
P14206	P62301	7oyc	0.998	0
P14206	P62830	7oyc	0.998	0
P14206	Q9CPR4	7oyc	0.998	0
P14206	Q9JJI8	7oyc	0.998	0
P19253	P62830	7oyc	0.998	0
P22090	P46779	8q87	0.998	0
P25444	P62830	7oyc	0.998	0
P27659	P62830	7oyc	0.998	0
P39023	P46779	8q87	0.998	0
P40283	Q9S9K7	7vz4	0.998	0
P41105	P62830	7oyc	0.998	0
P42794	P49690	7oyc	0.998	0
P42795	P49690	7oyc	0.998	0
P46286	P49690	7oyc	0.998	0
P46637	Q9ZPF5	6vss	0.998	0
P46779	P46783	8q87	0.998	0
P46779	P61313	8q87	0.998	0
P46779	P62244	8q87	0.998	0
P46779	P62701	8q87	0.998	0
P46779	P62899	8q87	0.998	0
P46779	P62913	8q87	0.998	0
P46779	P62917	8q87	0.998	0
P46779	Q02543	8q87	0.998	0
P47962	P62830	7oyc	0.998	0
P49690	Q42064	7oyc	0.998	0
P49690	Q42340	7oyc	0.998	0
P49690	Q9SK22	7oyc	0.998	0
P51410	P62830	7oyc	0.998	0
P56761	P56777	8bd3	0.998	0
P56767	Q9SUI4	7dkz	0.998	0
P56777	P83755	8bd3	0.998	0
P61313	P62888	9cai	0.998	0
P62244	P62888	9cai	0.998	0
P62249	P62888	9cai	0.998	0
P62263	P62888	9cai	0.998	0
P62301	P62830	7oyc	0.998	0
P62702	P62830	7oyc	0.998	0
P62717	P62830	7oyc	0.998	0
P62829	P62888	9cai	0.998	0
P62830	Q9CPR4	7oyc	0.998	0
P62830	Q9CXW4	7oyc	0.998	0
P62830	Q9CZX8	7oyc	0.998	0
P62830	Q9JJI8	7oyc	0.998	0
Q9CR88	Q9D1P0	7nql	0.998	0
Q9FFC0	Q9S9K7	7vz4	0.998	0
Q9LZ45	Q9S9K7	7vz4	0.998	0
Q9LZT0	Q9S9K7	7vz4	0.998	0
Q9M384	Q9SZF7	5b3h	0.998	0
Q9S9K7	Q9SF55	7vz4	0.998	0
Q9S9K7	Q9ZUS0	7vz4	0.998	0
O22860	Q9SK22	7qiz	0.998	0
O23324	Q9S7D8	4maf	0.998	0
O23515	Q9SK22	7qiz	0.998	0
O23629	Q9FJE8	7vz4	0.998	0
O49506	Q9LRR9	5zbm	0.998	0
O80646	Q9SK22	7qiz	0.998	0
P04449	Q3E757	7r81	0.998	0
P05064	Q91Y97	6xmm	0.998	0
P0C0W1	P0CX51	9cai	0.998	0
P0CX45	P0CX51	9cai	0.998	0
P0CX45	P25443	9cai	0.998	0
P0CX45	P41058	7qiz	0.998	0
P0CX45	P46784	7qiz	0.998	0
P0CX45	Q08745	7qiz	0.998	0
P0CX51	P14120	9cai	0.998	0
P0CX51	P25443	9cai	0.998	0
P0CX51	P46784	9cai	0.998	0
P0CX51	Q08745	9cai	0.998	0
P0CX51	Q3E7Y3	9cai	0.998	0
P14120	Q3E757	7r81	0.998	0
P14131	P25444	9cai	0.998	0
P16686	P16687	7z19	0.998	0
P24000	Q3E757	7r81	0.998	0
P35914	Q8TB92	2cw6	0.998	0
P38666	Q9SK22	7qiz	0.998	0
P40283	Q9FJE8	7vz4	0.998	0
P42036	Q9SK22	7qiz	0.998	0
P42798	Q9SK22	7qiz	0.998	0
P62304	P62314	4pjo	0.998	0
P62304	P62318	4pjo	0.998	0
P70175	Q62108	8cn3	0.998	0
Q42347	Q9SK22	7qiz	0.998	0
Q43870	Q9S7D8	4maf	0.998	0
Q62108	Q811D0	8cn3	0.998	0
Q8VYF1	Q9SK22	7qiz	0.998	0
