accession	go_term	branch	confidence	arm	outcome	source
A1ZB84	GO:0051377	molecular_function	0.3190	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZB84	GO:0005515	molecular_function	0.3130	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZBB1	GO:0005515	molecular_function	0.7735	SS	supported	GOA-timesplit-2023-07-12
A1ZBB1	GO:0048030	molecular_function	0.7474	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZBB1	GO:0019899	molecular_function	0.7430	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZBF1	GO:0019901	molecular_function	0.5780	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZBF1	GO:0042802	molecular_function	0.5780	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZBF1	GO:0051010	molecular_function	0.5780	SS	supported	GOA-timesplit-2023-07-12
A1ZBH3	GO:0004622	molecular_function	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZBH3	GO:0008474	molecular_function	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
A1ZBH3	GO:0047372	molecular_function	0.3670	SS	unconfirmed	GOA-timesplit-2023-07-12
A2AED3	GO:0004725	molecular_function	0.5004	SS	unconfirmed	GOA-timesplit-2023-07-12
A2AED3	GO:0042802	molecular_function	0.4518	SS	unconfirmed	GOA-timesplit-2023-07-12
A2AED3	GO:0004920	molecular_function	0.4010	SS	unconfirmed	GOA-timesplit-2023-07-12
A2AJA7	GO:0005515	molecular_function	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
A2AJB9	GO:0005515	molecular_function	0.3080	SS	unconfirmed	GOA-timesplit-2023-07-12
A2ASA8	GO:0005515	molecular_function	0.8800	SS	supported	GOA-timesplit-2023-07-12
A2ASA8	GO:0004860	molecular_function	0.3480	SS	unconfirmed	GOA-timesplit-2023-07-12
A2BGJ5	GO:0005515	molecular_function	0.8280	SS	supported	GOA-timesplit-2023-07-12
A4D256	GO:0004722	molecular_function	0.9450	SS	unconfirmed	GOA-timesplit-2023-07-12
A4D256	GO:0004725	molecular_function	0.9450	SS	unconfirmed	GOA-timesplit-2023-07-12
A4D256	GO:0005515	molecular_function	0.9450	SS	unconfirmed	GOA-timesplit-2023-07-12
A6BLY7	GO:0005515	molecular_function	0.8530	SS	unconfirmed	GOA-timesplit-2023-07-12
A6BLY7	GO:0046982	molecular_function	0.7120	SS	unconfirmed	GOA-timesplit-2023-07-12
A6BLY7	GO:0005200	molecular_function	0.5650	SS	unconfirmed	GOA-timesplit-2023-07-12
A6H6A9	GO:0005096	molecular_function	0.9340	SS	unconfirmed	GOA-timesplit-2023-07-12
A6H6A9	GO:0031267	molecular_function	0.9340	SS	unconfirmed	GOA-timesplit-2023-07-12
A6H6A9	GO:0015631	molecular_function	0.6260	SS	unconfirmed	GOA-timesplit-2023-07-12
A6NCI4	GO:0005515	molecular_function	0.7082	SS	unconfirmed	GOA-timesplit-2023-07-12
A6NCI4	GO:0004866	molecular_function	0.6907	SS	unconfirmed	GOA-timesplit-2023-07-12
A6NCI4	GO:0005540	molecular_function	0.6679	SS	unconfirmed	GOA-timesplit-2023-07-12
A6NLP5	GO:0005515	molecular_function	0.8780	SS	unconfirmed	GOA-timesplit-2023-07-12
A6PVI3	GO:0000340	molecular_function	0.6710	SS	unconfirmed	GOA-timesplit-2023-07-12
A6PVI3	GO:0003677	molecular_function	0.6710	SS	unconfirmed	GOA-timesplit-2023-07-12
A6PVI3	GO:0003729	molecular_function	0.6710	SS	unconfirmed	GOA-timesplit-2023-07-12
A6QL63	GO:0005515	molecular_function	0.4590	SS	unconfirmed	GOA-timesplit-2023-07-12
A6QL63	GO:0030941	molecular_function	0.4590	SS	unconfirmed	GOA-timesplit-2023-07-12
A6QL63	GO:0051861	molecular_function	0.4590	SS	unconfirmed	GOA-timesplit-2023-07-12
A6X919	GO:0005515	molecular_function	0.6670	SS	unconfirmed	GOA-timesplit-2023-07-12
A7XUX6	GO:0005102	molecular_function	0.3750	SS	supported	GOA-timesplit-2023-07-12
A7XUX6	GO:0038023	molecular_function	0.3690	SS	unconfirmed	GOA-timesplit-2023-07-12
A8DZ10	GO:0005515	molecular_function	0.5095	SS	unconfirmed	GOA-timesplit-2023-07-12
A8JNU6	GO:0005515	molecular_function	0.6450	SS	unconfirmed	GOA-timesplit-2023-07-12
A8JNU6	GO:0004591	molecular_function	0.6350	SS	supported	GOA-timesplit-2023-07-12
A8JNU6	GO:0030976	molecular_function	0.6350	SS	unconfirmed	GOA-timesplit-2023-07-12
A8JNW5	GO:0001883	molecular_function	0.5000	SS	unconfirmed	GOA-timesplit-2023-07-12
A8JNW5	GO:0005515	molecular_function	0.5000	SS	unconfirmed	GOA-timesplit-2023-07-12
A8JNW5	GO:0061463	molecular_function	0.5000	SS	supported	GOA-timesplit-2023-07-12
A8MWY0	GO:0003723	molecular_function	0.5450	SS	unconfirmed	GOA-timesplit-2023-07-12
B1ATY8	GO:0005515	molecular_function	0.8640	SS	unconfirmed	GOA-timesplit-2023-07-12
B1ATY8	GO:0003924	molecular_function	0.3250	SS	unconfirmed	GOA-timesplit-2023-07-12
B1ATY8	GO:0005525	molecular_function	0.3250	SS	unconfirmed	GOA-timesplit-2023-07-12
B1AUS7	GO:0005515	molecular_function	0.3230	SS	unconfirmed	GOA-timesplit-2023-07-12
B1AY15	GO:0004197	molecular_function	0.6540	SS	unconfirmed	GOA-timesplit-2023-07-12
B1AY15	GO:0004843	molecular_function	0.6500	SS	supported	GOA-timesplit-2023-07-12
B1AY15	GO:0003713	molecular_function	0.6480	SS	unconfirmed	GOA-timesplit-2023-07-12
B2RC85	GO:0005515	molecular_function	0.7210	SS	unconfirmed	GOA-timesplit-2023-07-12
B2RC85	GO:0016308	molecular_function	0.3710	SS	unconfirmed	GOA-timesplit-2023-07-12
B3H7A9	GO:0004392	molecular_function	0.4510	SS	unconfirmed	GOA-timesplit-2023-07-12
B3H7A9	GO:0005509	molecular_function	0.4510	SS	unconfirmed	GOA-timesplit-2023-07-12
B3H7A9	GO:0020037	molecular_function	0.4510	SS	unconfirmed	GOA-timesplit-2023-07-12
B7Z028	GO:0016402	molecular_function	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
B7Z028	GO:0033791	molecular_function	0.3130	SS	unconfirmed	GOA-timesplit-2023-07-12
B7Z028	GO:0042803	molecular_function	0.3090	SS	unconfirmed	GOA-timesplit-2023-07-12
B7Z0M0	GO:0005515	molecular_function	0.5330	SS	supported	GOA-timesplit-2023-07-12
B7Z0M0	GO:0000149	molecular_function	0.4800	SS	unconfirmed	GOA-timesplit-2023-07-12
B7Z0M0	GO:0019869	molecular_function	0.4800	SS	unconfirmed	GOA-timesplit-2023-07-12
B9DGT7	GO:0005515	molecular_function	0.9950	SS	unconfirmed	GOA-timesplit-2023-07-12
B9DGT7	GO:0005198	molecular_function	0.8550	SS	unconfirmed	GOA-timesplit-2023-07-12
B9DGT7	GO:0017022	molecular_function	0.8460	SS	unconfirmed	GOA-timesplit-2023-07-12
B9DHQ0	GO:0005515	molecular_function	0.9330	SS	unconfirmed	GOA-timesplit-2023-07-12
B9DHQ0	GO:0003725	molecular_function	0.8330	SS	unconfirmed	GOA-timesplit-2023-07-12
B9DHQ0	GO:0003924	molecular_function	0.8330	SS	unconfirmed	GOA-timesplit-2023-07-12
C0LGX1	GO:0042802	molecular_function	0.8430	SS	unconfirmed	GOA-timesplit-2023-07-12
C0LGX1	GO:0033612	molecular_function	0.5720	SS	unconfirmed	GOA-timesplit-2023-07-12
C0LGX1	GO:0004675	molecular_function	0.5430	SS	unconfirmed	GOA-timesplit-2023-07-12
D3YV10	GO:0005515	molecular_function	0.7720	SS	supported	GOA-timesplit-2023-07-12
D3YX90	GO:0005043	molecular_function	0.4070	SS	unconfirmed	GOA-timesplit-2023-07-12
D3YX90	GO:0015631	molecular_function	0.4070	SS	unconfirmed	GOA-timesplit-2023-07-12
D3YX90	GO:0019901	molecular_function	0.4070	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z4Z0	GO:0005515	molecular_function	0.9920	SS	supported	GOA-timesplit-2023-07-12
D3Z5L9	GO:0005515	molecular_function	0.4260	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z5L9	GO:0005520	molecular_function	0.4080	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z5L9	GO:0005178	molecular_function	0.3950	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z649	GO:0070089	molecular_function	0.9750	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z7H8	GO:0005515	molecular_function	0.4060	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z7H8	GO:0001786	molecular_function	0.3820	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z7H8	GO:0001968	molecular_function	0.3820	SS	unconfirmed	GOA-timesplit-2023-07-12
D3Z7Q2	GO:0005515	molecular_function	0.9380	SS	unconfirmed	GOA-timesplit-2023-07-12
D8WUA4	GO:0005515	molecular_function	0.4870	SS	unconfirmed	GOA-timesplit-2023-07-12
D8WUA4	GO:0003729	molecular_function	0.4763	SS	unconfirmed	GOA-timesplit-2023-07-12
D8WUA4	GO:0003724	molecular_function	0.4702	SS	unconfirmed	GOA-timesplit-2023-07-12
E0CYC6	GO:0004468	molecular_function	0.5990	SS	unconfirmed	GOA-timesplit-2023-07-12
E0CYC6	GO:0005515	molecular_function	0.5990	SS	unconfirmed	GOA-timesplit-2023-07-12
E0CYC6	GO:0010485	molecular_function	0.5970	SS	unconfirmed	GOA-timesplit-2023-07-12
E1JGZ9	GO:0003723	molecular_function	0.6660	SS	unconfirmed	GOA-timesplit-2023-07-12
E1JGZ9	GO:0051059	molecular_function	0.6660	SS	unconfirmed	GOA-timesplit-2023-07-12
E1JGZ9	GO:0003735	molecular_function	0.5600	SS	unconfirmed	GOA-timesplit-2023-07-12
E9PX34	GO:0038022	molecular_function	0.5290	SS	supported	GOA-timesplit-2023-07-12
E9PX34	GO:0016503	molecular_function	0.5110	SS	unconfirmed	GOA-timesplit-2023-07-12
E9PX34	GO:0004435	molecular_function	0.3280	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q468	GO:0005515	molecular_function	0.8650	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q468	GO:0016499	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q468	GO:0001601	molecular_function	0.3590	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q4J9	GO:0005515	molecular_function	0.4970	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q4J9	GO:0004949	molecular_function	0.3950	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q5K4	GO:0008395	molecular_function	0.6360	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q5K4	GO:0019825	molecular_function	0.6360	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q5K4	GO:0019899	molecular_function	0.6360	SS	unconfirmed	GOA-timesplit-2023-07-12
E9Q9F7	GO:0005515	molecular_function	0.7720	SS	supported	GOA-timesplit-2023-07-12
E9Q9H8	GO:0005515	molecular_function	0.8090	SS	supported	GOA-timesplit-2023-07-12
E9Q9H8	GO:0034618	molecular_function	0.3430	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HR52	GO:0005515	molecular_function	0.3770	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HR52	GO:0003779	molecular_function	0.3480	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HR52	GO:0051393	molecular_function	0.3480	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HR91	GO:0005515	molecular_function	0.3880	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HR91	GO:0004674	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HR91	GO:0004713	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HSB4	GO:0005515	molecular_function	0.3310	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HSB4	GO:0004715	molecular_function	0.3130	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HSB4	GO:0005126	molecular_function	0.3130	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HSS8	GO:0005515	molecular_function	0.3550	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HSS8	GO:0070878	molecular_function	0.3550	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HSS8	GO:0106029	molecular_function	0.3550	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HTS4	GO:0030674	molecular_function	0.4028	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HTV4	GO:0005515	molecular_function	0.4540	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HTV4	GO:0004675	molecular_function	0.4140	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HTV4	GO:0033612	molecular_function	0.4140	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HTV6	GO:0005515	molecular_function	0.4700	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HTV6	GO:0004674	molecular_function	0.3750	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HTV6	GO:0004713	molecular_function	0.3750	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HXI4	GO:0003729	molecular_function	0.4940	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HXI4	GO:0005515	molecular_function	0.4940	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HXI4	GO:0005525	molecular_function	0.4940	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HYJ7	GO:0003729	molecular_function	0.4830	SS	supported	GOA-timesplit-2023-07-12
F4HYJ7	GO:0000287	molecular_function	0.4390	SS	unconfirmed	GOA-timesplit-2023-07-12
F4HYJ7	GO:0000978	molecular_function	0.4390	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I1I4	GO:0005515	molecular_function	0.8160	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I5X3	GO:0008474	molecular_function	0.4374	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I5X3	GO:0004806	molecular_function	0.4010	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I6V2	GO:0005515	molecular_function	0.9860	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I6V2	GO:0004842	molecular_function	0.5530	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I6V2	GO:0031624	molecular_function	0.5220	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I8K2	GO:0004252	molecular_function	0.4160	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I9S3	GO:0005515	molecular_function	0.4920	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I9S3	GO:0042802	molecular_function	0.4090	SS	unconfirmed	GOA-timesplit-2023-07-12
F4I9S3	GO:0004675	molecular_function	0.3810	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IA59	GO:0005515	molecular_function	0.5870	SS	supported	GOA-timesplit-2023-07-12
F4IA59	GO:0005524	molecular_function	0.5870	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IA59	GO:0051117	molecular_function	0.5360	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IAD5	GO:0004190	molecular_function	0.4910	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IAT5	GO:0042409	molecular_function	0.6820	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IAT5	GO:0080012	molecular_function	0.6820	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IAT5	GO:0080077	molecular_function	0.6820	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB88	GO:0017096	molecular_function	0.4820	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB88	GO:0030755	molecular_function	0.4820	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB88	GO:0033799	molecular_function	0.4820	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB94	GO:0003729	molecular_function	0.4400	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB94	GO:0005507	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB94	GO:0005515	molecular_function	0.4190	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB95	GO:0005507	molecular_function	0.4440	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB95	GO:0005515	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IB95	GO:0030234	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IBD7	GO:0008381	molecular_function	0.4290	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IBD7	GO:0005227	molecular_function	0.3210	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IBD7	GO:0042802	molecular_function	0.3210	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IFA9	GO:0003714	molecular_function	0.3650	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IFF4	GO:0008757	molecular_function	0.4890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IFF4	GO:0052624	molecular_function	0.4890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IFF4	GO:0080150	molecular_function	0.4890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4II29	GO:0045296	molecular_function	0.3790	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IKD6	GO:0005515	molecular_function	0.6434	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IL05	GO:0016432	molecular_function	0.6958	SS	supported	GOA-timesplit-2023-07-12
F4ISS7	GO:0042802	molecular_function	0.5020	SS	unconfirmed	GOA-timesplit-2023-07-12
F4ISS7	GO:0140376	molecular_function	0.3540	SS	unconfirmed	GOA-timesplit-2023-07-12
F4ISV2	GO:0005515	molecular_function	0.3070	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IUU1	GO:0019901	molecular_function	0.6070	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IUU1	GO:0004675	molecular_function	0.4050	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IUU1	GO:0033612	molecular_function	0.4050	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IW50	GO:0016757	molecular_function	0.4325	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IW50	GO:0080116	molecular_function	0.3804	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IW50	GO:0008466	molecular_function	0.3633	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IWG3	GO:0050185	molecular_function	0.3060	SS	supported	GOA-timesplit-2023-07-12
F4IXE4	GO:0003729	molecular_function	0.4340	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IXE4	GO:0030544	molecular_function	0.4340	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IXE4	GO:0042030	molecular_function	0.4340	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IY03	GO:0120091	molecular_function	0.3230	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IY03	GO:0005506	molecular_function	0.3090	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IYK6	GO:0005515	molecular_function	0.7316	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IYK6	GO:0061608	molecular_function	0.7306	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IYK6	GO:0030695	molecular_function	0.5896	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IYR7	GO:0004535	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IYR7	GO:0005515	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IYR7	GO:0005267	molecular_function	0.3750	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IZU3	GO:0003729	molecular_function	0.5812	SS	unconfirmed	GOA-timesplit-2023-07-12
F4IZU3	GO:0005515	molecular_function	0.5071	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J030	GO:0042973	molecular_function	0.4740	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J030	GO:0005515	molecular_function	0.3680	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J030	GO:0008810	molecular_function	0.3680	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J0D4	GO:0019899	molecular_function	0.3890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J0D4	GO:0035243	molecular_function	0.3890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J287	GO:0047517	molecular_function	0.5620	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J2K4	GO:0008017	molecular_function	0.4300	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J2K4	GO:0008574	molecular_function	0.4300	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J2K4	GO:0019903	molecular_function	0.4300	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J359	GO:0140376	molecular_function	0.8340	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J359	GO:0005515	molecular_function	0.4240	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J359	GO:0003779	molecular_function	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J361	GO:0140376	molecular_function	0.7750	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J361	GO:0005515	molecular_function	0.4500	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J3C0	GO:0004190	molecular_function	0.4180	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J3C0	GO:0070492	molecular_function	0.4180	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J3C0	GO:0097718	molecular_function	0.4180	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J7T6	GO:0005515	molecular_function	0.8340	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J7T6	GO:0019901	molecular_function	0.6960	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J7T6	GO:0004675	molecular_function	0.4210	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J8B6	GO:0005515	molecular_function	0.5460	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J8B6	GO:0003700	molecular_function	0.3300	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J8G2	GO:0005515	molecular_function	0.4770	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J8G2	GO:0004675	molecular_function	0.4530	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J8G2	GO:0033612	molecular_function	0.4530	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J9A8	GO:0005515	molecular_function	0.5150	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J9A8	GO:0042802	molecular_function	0.4170	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J9A8	GO:0000175	molecular_function	0.3910	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J9W8	GO:0005515	molecular_function	0.4790	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J9W8	GO:0005085	molecular_function	0.3530	SS	unconfirmed	GOA-timesplit-2023-07-12
F4J9W8	GO:0016005	molecular_function	0.3230	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JA38	GO:0005515	molecular_function	0.4110	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JA38	GO:0015026	molecular_function	0.4110	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JA38	GO:0004674	molecular_function	0.3890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JBJ9	GO:0004519	molecular_function	0.3860	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JEQ1	GO:0005509	molecular_function	0.4940	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JEQ1	GO:0008889	molecular_function	0.4940	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JF58	GO:0004810	molecular_function	0.5821	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JF58	GO:0005515	molecular_function	0.5821	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JF58	GO:0052927	molecular_function	0.5449	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JGB6	GO:0004672	molecular_function	0.4560	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JGB6	GO:0042802	molecular_function	0.4560	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JGB6	GO:0004675	molecular_function	0.4380	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JGH5	GO:0003723	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JGH5	GO:0005515	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JGH5	GO:0032574	molecular_function	0.3630	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JI64	GO:0005515	molecular_function	0.3920	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JJ23	GO:0003729	molecular_function	0.5237	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JJ23	GO:0000175	molecular_function	0.4981	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JJ23	GO:0008310	molecular_function	0.4981	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JK03	GO:0005515	molecular_function	0.5030	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JK03	GO:0140376	molecular_function	0.3570	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JMH0	GO:0004842	molecular_function	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JMH0	GO:0070696	molecular_function	0.4520	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JMH0	GO:0061630	molecular_function	0.3140	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JML2	GO:0120091	molecular_function	0.3220	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JML2	GO:0033759	molecular_function	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JML2	GO:0034785	molecular_function	0.3030	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JPD8	GO:0008270	molecular_function	1.0000	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JPD8	GO:0050897	molecular_function	0.8750	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JPD8	GO:0000287	molecular_function	0.6400	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JTN0	GO:0004888	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JTN0	GO:0005515	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JTN0	GO:0015485	molecular_function	0.3700	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JV39	GO:0004842	molecular_function	0.3890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JV39	GO:0005515	molecular_function	0.3890	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JV39	GO:0051020	molecular_function	0.3380	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JY59	GO:0004842	molecular_function	0.5350	SS	supported	GOA-timesplit-2023-07-12
F4JY59	GO:0005515	molecular_function	0.5350	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JY59	GO:0002039	molecular_function	0.4310	SS	unconfirmed	GOA-timesplit-2023-07-12
F4JZS5	GO:0004843	molecular_function	0.3120	SS	unconfirmed	GOA-timesplit-2023-07-12
